Date,Event,ROUND,TIME,Results_1,Results_2,Fighter_1,Fighter_2,WEIGHT CLASS,STR_1,STR_2,TD_1,TD_2,SUB_1,SUB_2,PASS_1,PASS_2,METHOD_result,METHOD_note,Date.1,Event.1,Fighter_R,Fighter_B,METHOD,ROUND.1,TIME.1,TIME_FORMAT,REFEREE,KD_R,KD_B,SIG_STR_R,SIG_STR_B,pSIG_STR_R,pSIG_STR_B,TOTAL_STR_R,TOTAL_STR_B,TD_R,TD_B,pTD_R,pTD_B,SUB_ATT_R,SUB_ATT_B,PASS_R,PASS_B,REV_R,REV_B,HEAD_R,HEAD_B,BODY_R,BODY_B,LEG_R,LEG_B,CLINCH_R,CLINCH_B,DISTANCE_R,DISTANCE_B,GROUND_R,GROUND_B
2014-10-25,UFC 179: Aldo vs Mendes 2,1,3:28,win,-,Wilson Reis,Scott Jorgensen,Flyweight,13.0,6.0,1.0,0.0,1.0,0.0,2.0,0.0,SUB,Arm Triangle,2014-10-25,UFC 179: Aldo vs Mendes 2,Scott Jorgensen,Wilson Reis,Submission,1,3:28,3 Rnd (5-5-5),Marc Goddard,1.0,0.0,6 of 19,13 of 35,31%,37%,7 of 20,13 of 35,0 of 0,1 of 2,0%,50%,0.0,1.0,0.0,2.0,0.0,0.0,2 of 13,11 of 32,1 of 2,1 of 1,3 of 4,1 of 2,0 of 1,0 of 0,4 of 14,5 of 22,2 of 4,8 of 13
2014-10-25,UFC 179: Aldo vs Mendes 2,3,5:00,win,-,Andre Fili,Felipe Arantes,Featherweight,42.0,29.0,5.0,3.0,1.0,1.0,4.0,3.0,U-DEC,-,2014-10-25,UFC 179: Aldo vs Mendes 2,Felipe Arantes,Andre Fili,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Osiris Maia,0.0,0.0,29 of 63,42 of 102,46%,41%,43 of 78,66 of 135,3 of 5,5 of 8,60%,62%,1.0,1.0,3.0,4.0,2.0,2.0,25 of 53,21 of 69,3 of 9,20 of 27,1 of 1,1 of 6,0 of 3,12 of 15,13 of 34,17 of 54,16 of 26,13 of 33
2014-10-25,UFC 179: Aldo vs Mendes 2,1,4:57,win,-,Gilbert Burns,Christos Giagos,Lightweight,7.0,4.0,1.0,0.0,2.0,0.0,3.0,0.0,SUB,Armbar,2014-10-25,UFC 179: Aldo vs Mendes 2,Gilbert Burns,Christos Giagos,Submission,1,4:57,3 Rnd (5-5-5),Eduardo Herdy,0.0,0.0,7 of 13,4 of 13,53%,30%,18 of 26,6 of 15,1 of 1,0 of 0,100%,0%,2.0,0.0,3.0,0.0,0.0,0.0,4 of 9,4 of 12,1 of 2,0 of 1,2 of 2,0 of 0,1 of 2,0 of 0,3 of 8,4 of 13,3 of 3,0 of 0
2014-10-25,UFC 179: Aldo vs Mendes 2,1,4:16,win,-,Anthony Rocco Martin,Fabricio Camoes,Lightweight,1.0,1.0,1.0,0.0,3.0,0.0,2.0,0.0,SUB,Kimura,2014-10-25,UFC 179: Aldo vs Mendes 2,Fabricio Camoes,Anthony Rocco Martin,Submission,1,4:16,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,1 of 8,1 of 11,12%,9%,1 of 8,2 of 12,0 of 0,1 of 1,0%,100%,0.0,3.0,0.0,2.0,0.0,0.0,0 of 5,1 of 11,0 of 0,0 of 0,1 of 3,0 of 0,0 of 0,0 of 0,1 of 8,1 of 11,0 of 0,0 of 0
2014-10-25,UFC 179: Aldo vs Mendes 2,3,2:40,win,-,Neil Magny,William Patolino,Welterweight,65.0,24.0,2.0,0.0,0.0,0.0,4.0,0.0,KO/TKO,Punches,2014-10-25,UFC 179: Aldo vs Mendes 2,William Patolino,Neil Magny,KO/TKO,3,2:40,3 Rnd (5-5-5),Eduardo Herdy,0.0,0.0,24 of 77,65 of 146,31%,44%,25 of 78,114 of 199,0 of 1,2 of 4,0%,50%,0.0,0.0,0.0,4.0,0.0,0.0,13 of 55,58 of 135,6 of 16,3 of 5,5 of 6,4 of 6,0 of 1,3 of 5,22 of 68,29 of 90,2 of 8,33 of 51
2014-11-07,UFC Fight Night: Rockhold vs Bisping,2,0:57,win,-,Luke Rockhold,Michael Bisping,Middleweight,20.0,16.0,0.0,0.0,1.0,0.0,1.0,0.0,SUB,Guillotine Choke,2014-11-07,UFC Fight Night: Rockhold vs Bisping,Luke Rockhold,Michael Bisping,Submission,2,0:57,5 Rnd (5-5-5-5-5),Herb Dean,1.0,0.0,20 of 41,16 of 65,48%,24%,20 of 41,16 of 65,0 of 0,0 of 2,0%,0%,1.0,0.0,1.0,0.0,0.0,0.0,10 of 27,10 of 53,7 of 11,1 of 7,3 of 3,5 of 5,1 of 2,1 of 1,15 of 33,15 of 64,4 of 6,0 of 0
2014-11-07,UFC Fight Night: Rockhold vs Bisping,2,1:39,win,-,Al Iaquinta,Ross Pearson,Lightweight,31.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punch,2014-11-07,UFC Fight Night: Rockhold vs Bisping,Ross Pearson,Al Iaquinta,KO/TKO,2,1:39,3 Rnd (5-5-5),Leon Roberts,0.0,2.0,20 of 60,31 of 93,33%,33%,21 of 61,32 of 94,0 of 1,0 of 1,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,13 of 49,25 of 81,3 of 6,3 of 9,4 of 5,3 of 3,0 of 0,3 of 6,20 of 60,26 of 84,0 of 0,2 of 3
2014-11-07,UFC Fight Night: Rockhold vs Bisping,2,2:43,win,-,Robert Whittaker,Clint Hester,Middleweight,49.0,28.0,1.0,0.0,0.0,0.0,2.0,0.0,KO/TKO,Knee,2014-11-07,UFC Fight Night: Rockhold vs Bisping,Robert Whittaker,Clint Hester,KO/TKO,2,2:43,3 Rnd (5-5-5),John Sharp,2.0,0.0,49 of 104,28 of 61,47%,45%,54 of 110,29 of 62,1 of 2,0 of 3,50%,0%,0.0,0.0,2.0,0.0,0.0,1.0,35 of 86,21 of 52,5 of 7,3 of 4,9 of 11,4 of 5,2 of 6,4 of 5,35 of 77,21 of 51,12 of 21,3 of 5
2014-11-07,UFC Fight Night: Rockhold vs Bisping,2,4:49,win,-,Soa Palelei,Walt Harris,Heavyweight,24.0,22.0,1.0,0.0,0.0,0.0,2.0,0.0,KO/TKO,Punches,2014-11-07,UFC Fight Night: Rockhold vs Bisping,Soa Palelei,Walt Harris,KO/TKO,2,4:49,3 Rnd (5-5-5),Leon Roberts,0.0,0.0,24 of 51,22 of 72,47%,30%,43 of 77,24 of 74,1 of 5,0 of 0,20%,0%,0.0,0.0,2.0,0.0,0.0,0.0,21 of 45,9 of 48,1 of 4,9 of 20,2 of 2,4 of 4,0 of 0,1 of 3,19 of 43,21 of 69,5 of 8,0 of 0
2014-11-07,UFC Fight Night: Rockhold vs Bisping,1,2:16,win,-,Sam Alvey,Dylan Andrews,Middleweight,6.0,4.0,0.0,2.0,0.0,0.0,1.0,2.0,KO/TKO,Punches,2014-11-07,UFC Fight Night: Rockhold vs Bisping,Dylan Andrews,Sam Alvey,KO/TKO,1,2:16,3 Rnd (5-5-5),Leon Roberts,0.0,0.0,4 of 7,6 of 7,57%,85%,12 of 15,9 of 10,2 of 3,0 of 0,66%,0%,0.0,0.0,2.0,1.0,0.0,0.0,0 of 0,6 of 7,1 of 2,0 of 0,3 of 5,0 of 0,0 of 0,0 of 0,4 of 7,1 of 2,0 of 0,5 of 5
2014-11-07,UFC Fight Night: Rockhold vs Bisping,1,3:46,win,-,Anthony Perosh,Guto Inocente,Light Heavyweight,11.0,1.0,1.0,0.0,1.0,0.0,5.0,0.0,SUB,Rear Naked Choke,2014-11-07,UFC Fight Night: Rockhold vs Bisping,Anthony Perosh,Guto Inocente,Submission,1,3:46,3 Rnd (5-5-5),Herb Dean,0.0,0.0,11 of 17,1 of 3,64%,33%,26 of 34,1 of 3,1 of 2,0 of 0,50%,0%,1.0,0.0,5.0,0.0,0.0,0.0,11 of 17,1 of 3,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,0 of 0,1 of 4,1 of 3,10 of 13,0 of 0
2014-11-07,UFC Fight Night: Rockhold vs Bisping,3,0:18,win,-,Louis Smolka,Richie Vaculik,Flyweight,67.0,74.0,1.0,2.0,0.0,1.0,2.0,2.0,KO/TKO,Kick,2014-11-07,UFC Fight Night: Rockhold vs Bisping,Richie Vaculik,Louis Smolka,KO/TKO,3,0:18,3 Rnd (5-5-5),John Sharp,0.0,1.0,74 of 142,67 of 143,52%,46%,84 of 153,71 of 147,2 of 2,1 of 2,100%,50%,1.0,0.0,2.0,2.0,1.0,2.0,52 of 113,43 of 117,16 of 22,13 of 15,6 of 7,11 of 11,10 of 14,1 of 2,60 of 123,65 of 140,4 of 5,1 of 1
2014-11-07,UFC Fight Night: Rockhold vs Bisping,1,3:06,win,-,Chris Clements,Vik Grujic,Welterweight,25.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,KO/TKO,Knee,2014-11-07,UFC Fight Night: Rockhold vs Bisping,Vik Grujic,Chris Clements,KO/TKO,1,3:06,3 Rnd (5-5-5),Herb Dean,0.0,0.0,7 of 8,25 of 27,87%,92%,27 of 28,26 of 28,1 of 2,0 of 0,50%,0%,0.0,0.0,1.0,0.0,0.0,0.0,7 of 8,14 of 16,0 of 0,9 of 9,0 of 0,2 of 2,3 of 3,15 of 15,4 of 5,10 of 12,0 of 0,0 of 0
2014-11-07,UFC Fight Night: Rockhold vs Bisping,1,4:27,win,-,Daniel Kelly,Luke Zachrich,Middleweight,25.0,23.0,1.0,0.0,1.0,0.0,2.0,0.0,SUB,Kimura,2014-11-07,UFC Fight Night: Rockhold vs Bisping,Luke Zachrich,Daniel Kelly,Submission,1,4:27,3 Rnd (5-5-5),Leon Roberts,0.0,0.0,23 of 46,25 of 48,50%,52%,24 of 47,33 of 59,0 of 2,1 of 2,0%,50%,0.0,1.0,0.0,2.0,0.0,0.0,20 of 41,19 of 42,0 of 2,1 of 1,3 of 3,5 of 5,3 of 3,5 of 7,20 of 43,19 of 40,0 of 0,1 of 1
2014-11-07,UFC Fight Night: Rockhold vs Bisping,1,2:58,win,-,Marcus Brimage,Jumabieke Tuerxun,Bantamweight,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Kick,2014-11-07,UFC Fight Night: Rockhold vs Bisping,Jumabieke Tuerxun,Marcus Brimage,KO/TKO,1,2:58,3 Rnd (5-5-5),John Sharp,0.0,1.0,6 of 15,5 of 16,40%,31%,6 of 15,6 of 17,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,1 of 7,3 of 10,2 of 2,0 of 1,3 of 6,2 of 5,0 of 0,0 of 0,6 of 15,4 of 14,0 of 0,1 of 2
2014-11-07,UFC Fight Night: Rockhold vs Bisping,2,1:52,win,-,Jake Matthews,Vagner Rocha,Lightweight,26.0,14.0,1.0,0.0,1.0,0.0,0.0,0.0,SUB,Rear Naked Choke,2014-11-07,UFC Fight Night: Rockhold vs Bisping,Jake Matthews,Vagner Rocha,Submission,2,1:52,3 Rnd (5-5-5),John Sharp,0.0,0.0,26 of 63,14 of 30,41%,46%,32 of 69,17 of 33,1 of 2,0 of 0,50%,0%,1.0,0.0,0.0,0.0,0.0,0.0,17 of 52,7 of 18,2 of 4,1 of 1,7 of 7,6 of 11,0 of 1,0 of 0,23 of 59,14 of 30,3 of 3,0 of 0
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,3,5:00,win,-,Warlley Alves,Alan Jouban,Welterweight,47.0,79.0,1.0,0.0,1.0,0.0,1.0,0.0,U-DEC,-,2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,Warlley Alves,Alan Jouban,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,0.0,0.0,47 of 106,79 of 156,44%,50%,51 of 111,96 of 173,1 of 1,0 of 0,100%,0%,1.0,0.0,1.0,0.0,0.0,0.0,40 of 96,54 of 120,6 of 9,14 of 22,1 of 1,11 of 14,4 of 9,8 of 13,31 of 81,71 of 143,12 of 16,0 of 0
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,3,5:00,win,-,Claudio Silva,Leon Edwards,Welterweight,34.0,33.0,3.0,0.0,1.0,0.0,8.0,1.0,S-DEC,-,2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,Claudio Silva,Leon Edwards,Decision - Split,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,34 of 81,33 of 61,41%,54%,98 of 162,42 of 70,3 of 9,0 of 0,33%,0%,1.0,0.0,8.0,1.0,0.0,2.0,18 of 59,25 of 52,9 of 11,8 of 9,7 of 11,0 of 0,3 of 5,6 of 7,16 of 46,22 of 49,15 of 30,5 of 5
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,1,0:34,win,-,Ovince Saint Preux,Mauricio Rua,Light Heavyweight,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punch,2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,Mauricio Rua,Ovince Saint Preux,KO/TKO,1,0:34,5 Rnd (5-5-5-5-5),Mario Yamasaki,0.0,1.0,2 of 3,9 of 15,66%,60%,2 of 3,9 of 15,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,0 of 1,8 of 14,0 of 0,1 of 1,2 of 2,0 of 0,0 of 0,0 of 0,2 of 3,2 of 3,0 of 0,7 of 12
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,3,5:00,win,-,Dhiego Lima,Jorge de Oliveira,Welterweight,70.0,23.0,6.0,0.0,4.0,0.0,9.0,0.0,U-DEC,-,2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,Dhiego Lima,Jorge de Oliveira,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Wernei Cardoso,0.0,0.0,70 of 137,23 of 68,51%,33%,116 of 195,62 of 114,6 of 8,0 of 0,75%,0%,4.0,0.0,9.0,0.0,0.0,0.0,64 of 129,10 of 48,5 of 6,8 of 11,1 of 2,5 of 9,1 of 1,7 of 8,19 of 46,16 of 60,50 of 90,0 of 0
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,3,5:00,win,-,Thomas Almeida,Tim Gorman,Bantamweight,120.0,67.0,0.0,2.0,0.0,0.0,0.0,1.0,U-DEC,-,2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,Thomas Almeida,Tim Gorman,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,120 of 217,67 of 189,55%,35%,122 of 219,71 of 195,0 of 0,2 of 11,0%,18%,0.0,0.0,0.0,1.0,0.0,0.0,79 of 170,63 of 180,25 of 29,1 of 4,16 of 18,3 of 5,18 of 30,3 of 3,102 of 187,64 of 186,0 of 0,0 of 0
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,3,5:00,win,-,Diego Rivas,Rodolfo Rubio,Featherweight,15.0,17.0,2.0,2.0,0.0,0.0,6.0,6.0,U-DEC,-,2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,Diego Rivas,Rodolfo Rubio,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,15 of 40,17 of 47,37%,36%,46 of 77,53 of 86,2 of 3,2 of 6,66%,33%,0.0,0.0,6.0,6.0,3.0,1.0,10 of 33,7 of 35,2 of 4,8 of 10,3 of 3,2 of 2,2 of 3,2 of 3,8 of 27,10 of 39,5 of 10,5 of 5
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,1,0:31,win,-,Caio Magalhaes,Trevor Smith,Middleweight,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,Punch,2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,Caio Magalhaes,Trevor Smith,KO/TKO,1,0:31,3 Rnd (5-5-5),Keith Peterson,1.0,0.0,9 of 14,2 of 5,64%,40%,10 of 15,2 of 5,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,9 of 14,2 of 5,0 of 0,0 of 0,0 of 0,0 of 0,3 of 4,0 of 1,3 of 7,2 of 4,3 of 3,0 of 0
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,1,4:15,win,-,Leandro Silva,Charlie Brenneman,Lightweight,4.0,4.0,1.0,3.0,1.0,0.0,2.0,1.0,SUB,Rear Naked Choke,2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,Leandro Silva,Charlie Brenneman,Submission,1,4:15,3 Rnd (5-5-5),Wernei Cardoso,0.0,0.0,4 of 8,4 of 9,50%,44%,12 of 16,9 of 16,1 of 1,3 of 8,100%,37%,1.0,0.0,2.0,1.0,0.0,0.0,2 of 5,1 of 4,2 of 3,0 of 2,0 of 0,3 of 3,0 of 0,0 of 0,4 of 8,3 of 8,0 of 0,1 of 1
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,3,5:00,win,-,Juliana Lima,Nina Ansaroff,Women's Strawweight,21.0,23.0,1.0,0.0,0.0,2.0,0.0,0.0,U-DEC,-,2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,Juliana Lima,Nina Ansaroff,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Keith Peterson,0.0,0.0,21 of 38,23 of 43,55%,53%,65 of 87,53 of 75,1 of 4,0 of 1,25%,0%,0.0,2.0,0.0,0.0,1.0,0.0,6 of 17,6 of 19,7 of 11,15 of 20,8 of 10,2 of 4,10 of 12,9 of 17,8 of 19,13 of 25,3 of 7,1 of 1
2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,3,3:26,win,-,Colby Covington,Wagner Silva,Welterweight,23.0,16.0,5.0,0.0,1.0,0.0,6.0,0.0,SUB,Rear Naked Choke,2014-11-08,UFC Fight Night 56: Shogun vs Saint Preux,Wagner Silva,Colby Covington,Submission,3,3:26,3 Rnd (5-5-5),Keith Peterson,0.0,0.0,16 of 59,23 of 62,27%,37%,23 of 66,97 of 155,0 of 0,5 of 12,0%,41%,0.0,1.0,0.0,6.0,0.0,0.0,8 of 46,13 of 44,4 of 9,7 of 15,4 of 4,3 of 3,2 of 2,5 of 8,13 of 56,13 of 47,1 of 1,5 of 7
2014-11-15,UFC 180: Werdum vs Hunt,2,2:27,win,-,Fabricio Werdum,Mark Hunt,Heavyweight,21.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,KO/TKO,Flying Knee,2014-11-15,UFC 180: Werdum vs Hunt,Fabricio Werdum,Mark Hunt,KO/TKO,2,2:27,5 Rnd (5-5-5-5-5),Herb Dean,1.0,1.0,21 of 37,10 of 36,56%,27%,31 of 48,15 of 43,0 of 3,1 of 1,0%,100%,0.0,0.0,0.0,1.0,0.0,0.0,11 of 24,9 of 35,5 of 8,0 of 0,5 of 5,1 of 1,0 of 0,3 of 3,14 of 25,5 of 31,7 of 12,2 of 2
2014-11-15,UFC 180: Werdum vs Hunt,1,4:46,win,-,Kelvin Gastelum,Jake Ellenberger,Welterweight,16.0,10.0,1.0,1.0,1.0,0.0,1.0,0.0,SUB,Rear Naked Choke,2014-11-15,UFC 180: Werdum vs Hunt,Jake Ellenberger,Kelvin Gastelum,Submission,1,4:46,3 Rnd (5-5-5),John McCarthy,0.0,0.0,10 of 24,16 of 36,41%,44%,12 of 27,29 of 49,1 of 1,1 of 2,100%,50%,0.0,1.0,0.0,1.0,0.0,1.0,7 of 20,13 of 32,3 of 4,2 of 2,0 of 0,1 of 2,2 of 3,1 of 2,8 of 21,10 of 26,0 of 0,5 of 8
2014-11-15,UFC 180: Werdum vs Hunt,1,3:18,win,-,Ricardo Lamas,Dennis Bermudez,Featherweight,14.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,SUB,Guillotine Choke,2014-11-15,UFC 180: Werdum vs Hunt,Ricardo Lamas,Dennis Bermudez,Submission,1,3:18,3 Rnd (5-5-5),Mario Yamasaki,1.0,0.0,14 of 25,8 of 30,56%,26%,16 of 27,16 of 38,0 of 0,0 of 1,0%,0%,1.0,0.0,1.0,0.0,1.0,0.0,2 of 13,2 of 21,9 of 9,3 of 5,3 of 3,3 of 4,5 of 5,4 of 5,6 of 17,4 of 25,3 of 3,0 of 0
2014-11-15,UFC 180: Werdum vs Hunt,1,4:50,win,-,Augusto Montano,Chris Heatherly,Welterweight,30.0,8.0,0.0,1.0,0.0,0.0,0.0,2.0,KO/TKO,Knees,2014-11-15,UFC 180: Werdum vs Hunt,Augusto Montano,Chris Heatherly,KO/TKO,1,4:50,3 Rnd (5-5-5),John McCarthy,0.0,0.0,30 of 52,8 of 20,57%,40%,32 of 54,10 of 22,0 of 0,1 of 3,0%,33%,0.0,0.0,0.0,2.0,0.0,0.0,20 of 39,7 of 18,8 of 8,0 of 0,2 of 5,1 of 2,22 of 28,2 of 7,4 of 17,6 of 13,4 of 7,0 of 0
2014-11-15,UFC 180: Werdum vs Hunt,1,3:38,win,-,Hector Urbina,Edgar Garcia,Welterweight,4.0,12.0,0.0,2.0,2.0,0.0,1.0,1.0,SUB,Guillotine Choke,2014-11-15,UFC 180: Werdum vs Hunt,Edgar Garcia,Hector Urbina,Submission,1,3:38,3 Rnd (5-5-5),Herb Dean,0.0,0.0,12 of 18,4 of 7,66%,57%,15 of 22,7 of 10,2 of 2,0 of 0,100%,0%,0.0,2.0,1.0,1.0,0.0,1.0,10 of 16,1 of 2,0 of 0,1 of 2,2 of 2,2 of 3,1 of 1,0 of 0,2 of 7,3 of 6,9 of 10,1 of 1
2014-11-15,UFC 180: Werdum vs Hunt,3,5:00,win,-,Yair Rodriguez,Leonardo Morales,Featherweight,34.0,33.0,2.0,0.0,5.0,0.0,3.0,0.0,U-DEC,-,2014-11-15,UFC 180: Werdum vs Hunt,Yair Rodriguez,Leonardo Morales,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,34 of 83,33 of 72,40%,45%,41 of 92,47 of 88,2 of 6,0 of 1,33%,0%,5.0,0.0,3.0,0.0,0.0,0.0,20 of 58,13 of 43,8 of 16,10 of 14,6 of 9,10 of 15,5 of 8,4 of 5,29 of 74,25 of 61,0 of 1,4 of 6
2014-11-15,UFC 180: Werdum vs Hunt,3,5:00,win,-,Alejandro Perez,Jose Quinonez,Bantamweight,38.0,38.0,1.0,3.0,1.0,2.0,1.0,3.0,U-DEC,-,2014-11-15,UFC 180: Werdum vs Hunt,Alejandro Perez,Jose Quinonez,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),John McCarthy,0.0,0.0,38 of 130,38 of 111,29%,34%,43 of 135,48 of 125,1 of 2,3 of 4,50%,75%,1.0,2.0,1.0,3.0,0.0,1.0,19 of 92,28 of 97,3 of 5,9 of 11,16 of 33,1 of 3,0 of 4,1 of 1,38 of 126,28 of 98,0 of 0,9 of 12
2014-11-15,UFC 180: Werdum vs Hunt,2,1:30,win,-,Jessica Eye,Leslie Smith,Women's Bantamweight,80.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,KO/TKO,-,2014-11-15,UFC 180: Werdum vs Hunt,Jessica Eye,Leslie Smith,TKO - Doctor's Stoppage,2,1:30,3 Rnd (5-5-5),Herb Dean,0.0,0.0,80 of 185,28 of 98,43%,28%,84 of 189,29 of 100,0 of 0,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,55 of 156,21 of 88,7 of 9,1 of 4,18 of 20,6 of 6,4 of 5,2 of 2,76 of 180,26 of 96,0 of 0,0 of 0
2014-11-15,UFC 180: Werdum vs Hunt,3,0:30,win,-,Gabriel Benitez,Humberto Brown,Featherweight,23.0,18.0,0.0,1.0,5.0,0.0,0.0,1.0,SUB,Guillotine Choke,2014-11-15,UFC 180: Werdum vs Hunt,Gabriel Benitez,Humberto Brown,Submission,3,0:30,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,23 of 61,18 of 36,37%,50%,32 of 71,35 of 55,0 of 0,1 of 4,0%,25%,5.0,0.0,0.0,1.0,0.0,0.0,15 of 48,13 of 28,5 of 10,1 of 4,3 of 3,4 of 4,4 of 8,3 of 5,19 of 53,8 of 20,0 of 0,7 of 11
2014-11-15,UFC 180: Werdum vs Hunt,2,1:44,win,-,Henry Briones,Guido Cannetti,Bantamweight,32.0,35.0,0.0,1.0,1.0,0.0,1.0,1.0,SUB,Rear Naked Choke,2014-11-15,UFC 180: Werdum vs Hunt,Henry Briones,Guido Cannetti,Submission,2,1:44,3 Rnd (5-5-5),John McCarthy,1.0,0.0,32 of 63,35 of 73,50%,47%,52 of 86,36 of 74,0 of 0,1 of 2,0%,50%,1.0,0.0,1.0,1.0,0.0,0.0,19 of 45,15 of 47,11 of 16,15 of 21,2 of 2,5 of 5,10 of 13,12 of 19,14 of 38,21 of 50,8 of 12,2 of 4
2014-11-15,UFC 180: Werdum vs Hunt,3,5:00,win,-,Marco Beltran,Marlon Vera,Bantamweight,31.0,25.0,1.0,1.0,0.0,2.0,2.0,7.0,U-DEC,-,2014-11-15,UFC 180: Werdum vs Hunt,Marco Beltran,Marlon Vera,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,0.0,0.0,31 of 62,25 of 56,50%,44%,70 of 104,30 of 62,1 of 4,1 of 1,25%,100%,0.0,2.0,2.0,7.0,1.0,0.0,22 of 50,20 of 46,4 of 7,5 of 10,5 of 5,0 of 0,6 of 8,2 of 2,10 of 29,7 of 26,15 of 25,16 of 28
2014-11-22,UFC Fight Night: Edgar vs Swanson,5,4:56,win,-,Frankie Edgar,Cub Swanson,Featherweight,93.0,31.0,7.0,0.0,2.0,0.0,16.0,0.0,SUB,Neck Crank,2014-11-22,UFC Fight Night: Edgar vs Swanson,Frankie Edgar,Cub Swanson,Submission,5,4:56,5 Rnd (5-5-5-5-5),Dan Miragliotta,0.0,0.0,93 of 202,31 of 86,46%,36%,259 of 405,62 of 119,7 of 13,0 of 0,53%,0%,2.0,0.0,16.0,0.0,0.0,0.0,77 of 180,25 of 79,15 of 18,3 of 3,1 of 4,3 of 4,0 of 3,0 of 1,24 of 103,28 of 81,69 of 96,3 of 4
2014-11-22,UFC Fight Night: Edgar vs Swanson,3,5:00,win,-,Edson Barboza,Bobby Green,Lightweight,54.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,U-DEC,-,2014-11-22,UFC Fight Night: Edgar vs Swanson,Bobby Green,Edson Barboza,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Mario Yamasaki,0.0,0.0,50 of 123,54 of 133,40%,40%,50 of 123,54 of 133,0 of 2,0 of 0,0%,0%,0.0,0.0,0.0,0.0,0.0,0.0,27 of 86,25 of 87,10 of 19,10 of 21,13 of 18,19 of 25,0 of 0,0 of 2,50 of 123,52 of 129,0 of 0,2 of 2
2014-11-22,UFC Fight Night: Edgar vs Swanson,3,5:00,win,-,Chico Camus,Brad Pickett,Flyweight,71.0,53.0,1.0,2.0,0.0,0.0,0.0,1.0,S-DEC,-,2014-11-22,UFC Fight Night: Edgar vs Swanson,Brad Pickett,Chico Camus,Decision - Split,3,5:00,3 Rnd (5-5-5),Jacob Montalvo,0.0,0.0,53 of 158,71 of 149,33%,47%,72 of 179,94 of 172,2 of 9,1 of 2,22%,50%,0.0,0.0,1.0,0.0,0.0,0.0,32 of 129,65 of 139,5 of 12,5 of 9,16 of 17,1 of 1,4 of 9,5 of 6,42 of 137,62 of 139,7 of 12,4 of 4
