Date,Event,Weight class,Fighter1,Result,Fighter2,Method,Round,Time,Note,Time (secs)
2009-10-24,UFC 104: Machida vs. Shogun,Light Heavyweight,Ryan Bader,def,Eric Schafer,"Decision (unanimous) (30–27, 29–26, 30–27)",3.0,5:00,-,300
2009-11-14,UFC 105: Couture vs. Vera,Lightweight,Andre Winner,def,Rolando Delgado,KO (punch),1.0,3:22,-,202
2009-11-14,UFC 105: Couture vs. Vera,Light Heavyweight,Alexander Gustafsson,def,Jared Hamman,KO (punches),1.0,0:41,-,41
2009-11-14,UFC 105: Couture vs. Vera,Lightweight,Dennis Siver,def,Paul Kelly,TKO (spinning back kick and punches),2.0,2:53,-,173
2009-11-14,UFC 105: Couture vs. Vera,Welterweight,Nick Osipczak,def,Matthew Riddle,TKO (punches),3.0,3:53,-,233
2009-11-14,UFC 105: Couture vs. Vera,Welterweight,Matt Brown,def,James Wilks,TKO (punches),3.0,2:27,-,147
2009-11-14,UFC 105: Couture vs. Vera,Welterweight,John Hathaway,def,Paul Taylor,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,5:00,-,300
2009-11-14,UFC 105: Couture vs. Vera,Lightweight,Ross Pearson,def,Aaron Riley,TKO (doctor stoppage),2.0,4:38,-,278
2009-11-14,UFC 105: Couture vs. Vera,Light Heavyweight,Randy Couture,def,Brandon Vera,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2009-11-14,UFC 105: Couture vs. Vera,Lightweight,Terry Etim,def,Shannon Gugerty,Submission (guillotine choke),2.0,1:24,-,84
2009-11-14,UFC 105: Couture vs. Vera,Middleweight,Michael Bisping,def,Denis Kang,TKO (knees to the body and punches),2.0,4:24,-,264
2009-11-14,UFC 105: Couture vs. Vera,Welterweight,Dan Hardy,def,Mike Swick,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2009-11-21,UFC 106: Ortiz vs. Griffin 2,Lightweight,George Sotiropoulos,def.,Jason Dent,Submission (armbar),2.0,4:36,-,276
2009-11-21,UFC 106: Ortiz vs. Griffin 2,Lightweight,Caol Uno,vs.,Fabricio Camoes,"Draw (majority) (29–27, 28–28, 28–28)",3.0,5:00,[b],300
2009-11-21,UFC 106: Ortiz vs. Griffin 2,Welterweight,Brian Foster,def.,Brock Larson,TKO (punches),2.0,3:25,[a],205
2009-11-21,UFC 106: Ortiz vs. Griffin 2,Middleweight,Kendall Grove,def.,Jake Rosholt,Submission (triangle choke),1.0,3:59,-,239
2009-11-21,UFC 106: Ortiz vs. Griffin 2,Welterweight,Ben Saunders,def.,Marcus Davis,KO (knees),1.0,3:24,-,204
2009-11-21,UFC 106: Ortiz vs. Griffin 2,Welterweight,Amir Sadollah,def.,Phil Baroni,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2009-11-21,UFC 106: Ortiz vs. Griffin 2,Light Heavyweight,Antônio Rogério Nogueira,def.,Luiz Cané,TKO (punches),1.0,1:56,-,116
2009-11-21,UFC 106: Ortiz vs. Griffin 2,Welterweight,Paulo Thiago,def.,Jacob Volkmann,"Decision (unanimous) (29–28, 30–27, 30–27)",3.0,5:00,-,300
2009-11-21,UFC 106: Ortiz vs. Griffin 2,Welterweight,Josh Koscheck,def.,Anthony Johnson,Submission (rear-naked choke),2.0,4:47,-,287
2009-11-21,UFC 106: Ortiz vs. Griffin 2,Light Heavyweight,Forrest Griffin,def.,Tito Ortiz,"Decision (split) (28–29, 30–27, 29–28)",3.0,5:00,-,300
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Heavyweight,Roy Nelson,def.,Brendan Schaub,KO (punch),1.0,3:45,-,225
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Light Heavyweight,Matt Hamill,def.,Jon Jones,DQ (illegal downward elbows),1.0,4:14,-,254
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Catchweight (215 lb),Kimbo Slice,def.,Houston Alexander,"Decision (unanimous) (29–28, 29–28, 30–27)",3.0,5:00,-,300
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Heavyweight,Matt Mitrione,def.,Marcus Jones,KO (punch),2.0,0:10,-,10
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Lightweight,Frankie Edgar,def.,Matt Veach,Submission (rear-naked choke),2.0,2:22,-,142
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Heavyweight,Jon Madsen,def.,Justin Wren,"Decision (split) (30–27, 28–29, 29–28)",3.0,5:00,-,300
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Lightweight,Mark Bocek,def.,Joe Brammer,Submission (rear-naked choke),1.0,3:36,-,216
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Heavyweight,James McSweeney,def.,Darrill Schoonover,TKO (punches),3.0,3:20,[a],200
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Light Heavyweight,Brian Stann,def.,Rodney Wallace,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2009-12-05,The Ultimate Fighter: Heavyweights Finale,Welterweight,John Howard,def.,Dennis Hallman,KO (punches),3.0,4:55,[b],295
2009-12-12,UFC 107: Penn vs. Sanchez,Welterweight,TJ Grant,def.,Kevin Burns,TKO (punches),1.0,4:57,-,297
2009-12-12,UFC 107: Penn vs. Sanchez,Welterweight,DaMarques Johnson,def.,Edgar Garcia,Submission (triangle choke),1.0,4:03,-,243
2009-12-12,UFC 107: Penn vs. Sanchez,Middleweight,Rousimar Palhares,def.,Lucio Linhares,Submission (heel hook),2.0,3:21,-,201
2009-12-12,UFC 107: Penn vs. Sanchez,Welterweight,Johny Hendricks,def.,Ricardo Funch,"Decision (unanimous) (30–27, 30–27, 30–25)",3.0,5:00,-,300
2009-12-12,UFC 107: Penn vs. Sanchez,Catchweight (195 lb),Alan Belcher,def.,Wilson Gouveia,TKO (punches),1.0,3:03,-,183
2009-12-12,UFC 107: Penn vs. Sanchez,Heavyweight,Stefan Struve,def.,Paul Buentello,"Decision (majority) (29–28, 29–28, 28–28)",3.0,5:00,-,300
2009-12-12,UFC 107: Penn vs. Sanchez,Lightweight,Kenny Florian,def.,Clay Guida,Submission (rear-naked choke),2.0,2:19,-,139
2009-12-12,UFC 107: Penn vs. Sanchez,Welterweight,Jon Fitch,def.,Mike Pierce,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2009-12-12,UFC 107: Penn vs. Sanchez,Heavyweight,Frank Mir,def.,Cheick Kongo,Technical Submission (guillotine choke),1.0,1:12,-,72
2009-12-12,UFC 107: Penn vs. Sanchez,Lightweight,B.J. Penn (c),def.,Diego Sanchez,TKO (doctor stoppage),5.0,2:37,[a],157
2009-12-12,UFC 107: Penn vs. Sanchez,Lightweight,Matt Wiman,def.,Shane Nelson,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-01-02,UFC 108: Evans vs. Silva,Welterweight,Jake Ellenberger,def.,Mike Pyle,TKO (punches),2.0,0:22,[d],22
2010-01-02,UFC 108: Evans vs. Silva,Lightweight,Rafaello Oliveira,def.,John Gunderson,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-01-02,UFC 108: Evans vs. Silva,Middleweight,Mark Muñoz,def.,Ryan Jensen,Submission (punches),1.0,2:30,[c],150
2010-01-02,UFC 108: Evans vs. Silva,Welterweight,Martin Kampmann,def.,Jacob Volkmann,Submission (ninja choke),1.0,4:03,[a],243
2010-01-02,UFC 108: Evans vs. Silva,Heavyweight,Junior dos Santos,def.,Gilbert Yvel,TKO (punches),1.0,2:07,-,127
2010-01-02,UFC 108: Evans vs. Silva,Lightweight,Jim Miller,def.,Duane Ludwig,Submission (armbar),1.0,2:31,-,151
2010-01-02,UFC 108: Evans vs. Silva,Lightweight,Sam Stout,def.,Joe Lauzon,"Decision (unanimous)  (30–26, 30–27, 30–27)",3.0,5:00,-,300
2010-01-02,UFC 108: Evans vs. Silva,Catchweight (172 lb),Paul Daley,def.,Dustin Hazelett,KO (punches),1.0,2:24,-,144
2010-01-02,UFC 108: Evans vs. Silva,Light Heavyweight,Rashad Evans,def.,Thiago Silva,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2010-01-02,UFC 108: Evans vs. Silva,Lightweight,Cole Miller,def.,Dan Lauzon,Submission (reverse triangle and kimura),1.0,3:05,[b],185
2010-01-11,UFC Fight Night: Maynard vs. Diaz,Lightweight,Gray Maynard,def.,Nate Diaz,"Decision (split) (28–29, 30–27, 29–28)",3.0,5:00,-,300
2010-01-11,UFC Fight Night: Maynard vs. Diaz,Lightweight,Evan Dunham,def.,Efrain Escudero,Submission (armbar),3.0,1:59,-,119
2010-01-11,UFC Fight Night: Maynard vs. Diaz,Middleweight,Aaron Simpson,def.,Tom Lawlor,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,-,300
2010-01-11,UFC Fight Night: Maynard vs. Diaz,Welterweight,Amir Sadollah,def.,Brad Blackburn,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-01-11,UFC Fight Night: Maynard vs. Diaz,Middleweight,Chris Leben,def.,Jay Silva,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-01-11,UFC Fight Night: Maynard vs. Diaz,Welterweight,Rick Story,def.,Jesse Lennox,"Decision (split) (30–27, 30–27, 28–29)",3.0,5:00,[a],300
2010-01-11,UFC Fight Night: Maynard vs. Diaz,Lightweight,Thiago Tavares,vs.,Nik Lentz,"Draw (majority) (28–28, 28–28, 27–29)",3.0,5:00,[b],300
2010-01-11,UFC Fight Night: Maynard vs. Diaz,Welterweight,Rory MacDonald,def.,Mike Guymon,Submission (armbar),1.0,4:27,-,267
2010-01-11,UFC Fight Night: Maynard vs. Diaz,Lightweight,Rafael dos Anjos,def.,Kyle Bradley,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-01-11,UFC Fight Night: Maynard vs. Diaz,Middleweight,Gerald Harris,def.,John Salter,TKO (punches),3.0,3:24,-,204
2010-01-11,UFC Fight Night: Maynard vs. Diaz,Middleweight,Nick Catone,def.,Jesse Forbes,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,-,300
2010-02-06,UFC 109: Relentless,Light Heavyweight,Randy Couture,def.,Mark Coleman,Technical Submission (rear-naked choke),2.0,1:09,-,69
2010-02-06,UFC 109: Relentless,Middleweight,Chael Sonnen,def.,Nate Marquardt,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-02-06,UFC 109: Relentless,Welterweight,Paulo Thiago,def.,Mike Swick,Technical Submission (D'Arce choke),2.0,1:54,-,114
2010-02-06,UFC 109: Relentless,Middleweight,Demian Maia,def.,Dan Miller,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2010-02-06,UFC 109: Relentless,Welterweight,Matt Serra,def.,Frank Trigg,KO (punches),1.0,2:23,-,143
2010-02-06,UFC 109: Relentless,Heavyweight,Chris Tuchscherer,def.,Tim Hague,"Decision (majority) (29–28, 29–28, 28–28)",3.0,5:00,-,300
2010-02-06,UFC 109: Relentless,Lightweight,Melvin Guillard,def.,Ronys Torres,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2010-02-06,UFC 109: Relentless,Lightweight,Rob Emerson,def.,Phillipe Nover,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2010-02-06,UFC 109: Relentless,Light Heavyweight,Phil Davis,def.,Brian Stann,"Decision (unanimous) (30–27, 30–26, 30–26)",3.0,5:00,-,300
2010-02-06,UFC 109: Relentless,Heavyweight,Joey Beltran,def.,Rolles Gracie Jr.,TKO (punches),2.0,1:31,-,91
2010-02-06,UFC 109: Relentless,Lightweight,Mac Danzig,def.,Justin Buchholz,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2010-02-21,UFC 110: Nogueira vs. Velasquez,Light Heavyweight,James Te Huna,def.,Igor Pokrajac,TKO (punches),3.0,3:26,-,206
2010-02-21,UFC 110: Nogueira vs. Velasquez,Middleweight,C.B. Dollaway,def.,Goran Reljic,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2010-02-21,UFC 110: Nogueira vs. Velasquez,Welterweight,Chris Lytle,def.,Brian Foster,Submission (kneebar),1.0,1:41,-,101
2010-02-21,UFC 110: Nogueira vs. Velasquez,Light Heavyweight,Krzysztof Soszynski,def.,Stephan Bonnar,TKO (doctor stoppage),3.0,1:04,-,64
2010-02-21,UFC 110: Nogueira vs. Velasquez,Heavyweight,Mirko Cro Cop,def.,Anthony Perosh,TKO (doctor stoppage),2.0,5:00,-,300
2010-02-21,UFC 110: Nogueira vs. Velasquez,Light Heavyweight,Ryan Bader,def.,Keith Jardine,KO (flying knee and punch),3.0,2:10,-,130
2010-02-21,UFC 110: Nogueira vs. Velasquez,Lightweight,George Sotiropoulos,def.,Joe Stevenson,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-02-21,UFC 110: Nogueira vs. Velasquez,Middleweight,Wanderlei Silva,def.,Michael Bisping,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2010-02-21,UFC 110: Nogueira vs. Velasquez,Heavyweight,Cain Velasquez,def.,Antônio Rodrigo Nogueira,KO (punches),1.0,2:20,-,140
2010-03-21,UFC Live: Vera vs. Jones,Lightweight,Clay Guida,def.,Shannon Gugerty,Submission (arm-triangle choke),2.0,3:40,[c],220
2010-03-21,UFC Live: Vera vs. Jones,Heavyweight,Brendan Schaub,def.,Chase Gormley,TKO (punches),1.0,0:47,-,47
2010-03-21,UFC Live: Vera vs. Jones,Welterweight,John Howard,def.,Daniel Roberts,KO (punch),1.0,2:01,[d],121
2010-03-21,UFC Live: Vera vs. Jones,Lightweight,Darren Elkins,def.,Duane Ludwig,TKO (ankle injury),1.0,0:44,-,44
2010-03-21,UFC Live: Vera vs. Jones,Light Heavyweight,Vladimir Matyushenko,def.,Eliot Marshall,"Decision (split) (30–27, 28–29, 30–27)",3.0,5:00,-,300
2010-03-21,UFC Live: Vera vs. Jones,Middleweight,Alessio Sakara,def.,James Irvin,TKO (punch),1.0,3:01,-,181
2010-03-21,UFC Live: Vera vs. Jones,Heavyweight,Cheick Kongo,def.,Paul Buentello,Submission (strikes),3.0,1:16,[b],76
2010-03-21,UFC Live: Vera vs. Jones,Heavyweight,Junior dos Santos,def.,Gabriel Gonzaga,KO (punches),1.0,3:53,-,233
2010-03-21,UFC Live: Vera vs. Jones,Light Heavyweight,Jon Jones,def.,Brandon Vera,TKO (elbow and punches),1.0,3:19,[a],199
2010-03-21,UFC Live: Vera vs. Jones,Welterweight,Mike Pierce,def.,Julio Paulino,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-03-21,UFC Live: Vera vs. Jones,Light Heavyweight,Jason Brilz,def.,Eric Schafer,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2010-03-27,UFC 111: St-Pierre vs. Hardy,Welterweight,Matthew Riddle,def.,Greg Soto,Disqualification (illegal upkick),3.0,1:30,-,90
2010-03-27,UFC 111: St-Pierre vs. Hardy,Light Heavyweight,Jared Hamman,def.,Rodney Wallace,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2010-03-27,UFC 111: St-Pierre vs. Hardy,Middleweight,Rousimar Palhares,def.,Tomasz Drwal,Submission (heel hook),1.0,0:45,[c],45
2010-03-27,UFC 111: St-Pierre vs. Hardy,Welterweight,Ricardo Almeida,def.,Matt Brown,Submission (rear-naked choke),2.0,3:30,-,210
2010-03-27,UFC 111: St-Pierre vs. Hardy,Catchweight (177 lb),Nate Diaz,def.,Rory Markham,TKO (punches),1.0,2:47,-,167
2010-03-27,UFC 111: St-Pierre vs. Hardy,Lightweight,Jim Miller,def.,Mark Bocek,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2010-03-27,UFC 111: St-Pierre vs. Hardy,Welterweight,Jon Fitch,def.,Ben Saunders,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-03-27,UFC 111: St-Pierre vs. Hardy,Lightweight,Kurt Pellegrino,def.,Fabricio Camoes,Submission (rear-naked choke),2.0,4:20,-,260
2010-03-27,UFC 111: St-Pierre vs. Hardy,Heavyweight,Shane Carwin,def.,Frank Mir,KO (punches),1.0,3:48,[b],228
2010-03-27,UFC 111: St-Pierre vs. Hardy,Welterweight,Georges St-Pierre (c),def.,Dan Hardy,"Decision (unanimous) (50–43, 50–44, 50–45)",5.0,5:00,[a],300
2010-03-31,UFC Fight Night: Florian vs. Gomi,Welterweight,Charlie Brenneman,def.,Jason High,"Decision (unanimous) (30–27, 30–27. 29–28)",3.0,5:00,-,300
2010-03-31,UFC Fight Night: Florian vs. Gomi,Middleweight,Gerald Harris,def.,Mario Miranda,TKO (punches),1.0,4:49,-,289
2010-03-31,UFC Fight Night: Florian vs. Gomi,Middleweight,Yushin Okami,def.,Lucio Linhares,TKO (doctor stoppage),2.0,2:47,-,167
2010-03-31,UFC Fight Night: Florian vs. Gomi,Lightweight,Gleison Tibau,def.,Caol Uno,TKO (punches),1.0,4:13,[a],253
2010-03-31,UFC Fight Night: Florian vs. Gomi,Lightweight,Nik Lentz,def.,Rob Emerson,"Decision (unanimous) (29–28, 30–27, 29–28)",3.0,5:00,-,300
2010-03-31,UFC Fight Night: Florian vs. Gomi,Lightweight,Andre Winner,def.,Rafaello Oliveira,"Decision (unanimous) (30–27, 29–28, 30–27)",3.0,5:00,-,300
2010-03-31,UFC Fight Night: Florian vs. Gomi,Lightweight,Ross Pearson,def.,Dennis Siver,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-03-31,UFC Fight Night: Florian vs. Gomi,Middleweight,Jorge Rivera,def.,Nate Quarry,TKO (punches),2.0,0:29,-,29
2010-03-31,UFC Fight Night: Florian vs. Gomi,Heavyweight,Roy Nelson,def.,Stefan Struve,KO (punches),1.0,0:39,-,39
2010-03-31,UFC Fight Night: Florian vs. Gomi,Lightweight,Kenny Florian,def.,Takanori Gomi,Submission (rear-naked choke),3.0,2:52,-,172
2010-03-31,UFC Fight Night: Florian vs. Gomi,Lightweight,Jacob Volkmann,def.,Ronys Torres,"Decision (split) (28–29, 30–27, 30–27)",3.0,5:00,-,300
2010-04-10,UFC 112: Invincible,Lightweight,Rafael dos Anjos,def.,Terry Etim,Submission (armbar),2.0,4:30,-,270
2010-04-10,UFC 112: Invincible,Lightweight,Frankie Edgar,def.,B.J. Penn (c),"Decision (unanimous) (50–45, 48–47, 49–46)",5.0,5:00,[b],300
2010-04-10,UFC 112: Invincible,Welterweight,Matt Hughes,def.,Renzo Gracie,TKO (leg kicks and punches),3.0,4:40,-,280
2010-04-10,UFC 112: Invincible,Middleweight,Mark Muñoz,def.,Kendall Grove,TKO (punches),2.0,2:50,-,170
2010-04-10,UFC 112: Invincible,Light Heavyweight,Phil Davis,def.,Alexander Gustafsson,Submission (anaconda choke),1.0,4:55,-,295
2010-04-10,UFC 112: Invincible,Middleweight,Anderson Silva (c),def.,Demian Maia,"Decision (unanimous) (50–45, 50–45, 49–46)",5.0,5:00,[a],300
2010-04-10,UFC 112: Invincible,Welterweight,DaMarques Johnson,def.,Brad Blackburn,TKO (body kick and punches),3.0,2:08,-,128
2010-04-10,UFC 112: Invincible,Lightweight,Paul Kelly,def.,Matt Veach,Submission (guillotine choke),2.0,3:41,-,221
2010-04-10,UFC 112: Invincible,Heavyweight,Jon Madsen,def.,Mostapha al-Turk,"Decision (unanimous) (29–28, 29–28, 29–28)",3.0,5:00,-,300
2010-04-10,UFC 112: Invincible,Welterweight,Rick Story,def.,Nick Osipczak,"Decision (split) (29–28, 29–28, 28–29)",3.0,5:00,-,300
2010-05-08,UFC 113: Machida vs. Shogun 2,Middleweight,John Salter,def.,Jason MacDonald,TKO (ankle injury),1.0,2:42,-,162
2010-05-08,UFC 113: Machida vs. Shogun 2,Heavyweight,Joey Beltran,def.,Tim Hague,"Decision (unanimous) (30–27, 30–26, 29–28)",3.0,5:00,-,300
2010-05-08,UFC 113: Machida vs. Shogun 2,Welterweight,Marcus Davis,def.,Jonathan Goulet,TKO (punches),2.0,1:23,-,83
2010-05-08,UFC 113: Machida vs. Shogun 2,Middleweight,Joe Doerksen,def.,Tom Lawlor,Submission (rear-naked choke),2.0,2:10,-,130
2010-05-08,UFC 113: Machida vs. Shogun 2,Middleweight,Alan Belcher,def.,Patrick Côté,Submission (rear-naked choke),2.0,3:25,-,205
2010-05-08,UFC 113: Machida vs. Shogun 2,Heavyweight,Matt Mitrione,def.,Kimbo Slice,TKO (punches),2.0,4:24,-,264
2010-05-08,UFC 113: Machida vs. Shogun 2,Lightweight,Jeremy Stephens,def.,Sam Stout,"Decision (split) (30–27, 29–28, 28–29)",3.0,5:00,-,300
2010-05-08,UFC 113: Machida vs. Shogun 2,Welterweight,Josh Koscheck,def.,Paul Daley,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-05-08,UFC 113: Machida vs. Shogun 2,Light Heavyweight,Maurício Rua,def.,Lyoto Machida (c),KO (punches),1.0,3:35,[a],215
2010-05-08,UFC 113: Machida vs. Shogun 2,Welterweight,Mike Guymon,def.,Yoshiyuki Yoshida,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-05-08,UFC 113: Machida vs. Shogun 2,Welterweight,Johny Hendricks,def.,TJ Grant,"Decision (majority) (29–27, 29–27, 28–28)",3.0,5:00,[b],300
2010-05-29,UFC 114: Rampage vs. Evans,Light Heavyweight,Rashad Evans,def.,Quinton Jackson,"Decision (unanimous) (30–27, 29–28, 30–27)",3.0,5:00,-,300
2010-05-29,UFC 114: Rampage vs. Evans,Middleweight,Michael Bisping,def.,Dan Miller,"Decision (unanimous) (30–27, 30–27, 29–28)",3.0,5:00,-,300
2010-05-29,UFC 114: Rampage vs. Evans,Heavyweight,Mike Russow,def.,Todd Duffee,KO (punch),3.0,2:35,-,155
2010-05-29,UFC 114: Rampage vs. Evans,Light Heavyweight,Antônio Rogério Nogueira,def.,Jason Brilz,"Decision (split) (28–29, 29–28, 29–28)",3.0,5:00,-,300
2010-05-29,UFC 114: Rampage vs. Evans,Welterweight,John Hathaway,def.,Diego Sanchez,"Decision (unanimous) (30–27, 30–27, 30–26)",3.0,5:00,-,300
2010-05-29,UFC 114: Rampage vs. Evans,Welterweight,Dong Hyun Kim,def.,Amir Sadollah,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-05-29,UFC 114: Rampage vs. Evans,Lightweight,Efrain Escudero,def.,Dan Lauzon,"Decision (unanimous) (29–27, 29–27, 29–27)",3.0,5:00,[a],300
2010-05-29,UFC 114: Rampage vs. Evans,Lightweight,Melvin Guillard,def.,Waylon Lowe,TKO (knee to the body),1.0,3:28,-,208
2010-05-29,UFC 114: Rampage vs. Evans,Light Heavyweight,Cyrille Diabaté,def.,Luiz Cane,TKO (punches),1.0,2:13,-,133
2010-05-29,UFC 114: Rampage vs. Evans,Lightweight,Aaron Riley,def.,Joe Brammer,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-05-29,UFC 114: Rampage vs. Evans,Middleweight,Ryan Jensen,def.,Jesse Forbes,Submission (guillotine choke),1.0,1:06,-,66
2010-06-12,UFC 115: Liddell vs. Franklin,Middleweight,Mario Miranda,def.,David Loiseau,TKO (punches),2.0,4:07,-,247
2010-06-12,UFC 115: Liddell vs. Franklin,Welterweight,Carlos Condit,def.,Rory MacDonald,TKO (punches),3.0,4:53,-,293
2010-06-12,UFC 115: Liddell vs. Franklin,Heavyweight,Ben Rothwell,def.,Gilbert Yvel,"Decision (unanimous) (30–27, 29–28, 29–28)",3.0,5:00,-,300
2010-06-12,UFC 115: Liddell vs. Franklin,Welterweight,Martin Kampmann,def.,Paulo Thiago,"Decision (unanimous) (30–27, 30–27, 30–27)",3.0,5:00,-,300
2010-06-12,UFC 115: Liddell vs. Franklin,Lightweight,Matt Wiman,def.,Mac Danzig,Technical Submission (guillotine choke),1.0,1:45,[a],105
2010-06-12,UFC 115: Liddell vs. Franklin,Lightweight,Evan Dunham,def.,Tyson Griffin,"Decision (split) (30–27, 28–29, 29–28)",3.0,5:00,-,300
2010-06-12,UFC 115: Liddell vs. Franklin,Welterweight,James Wilks,def.,Peter Sobotta,"Decision (unanimous) (30–27, 30–28, 30–27)",3.0,5:00,-,300
2010-06-12,UFC 115: Liddell vs. Franklin,Heavyweight,Mirko Cro Cop,def.,Pat Barry,Submission (rear-naked choke),3.0,4:30,-,270
2010-06-12,UFC 115: Liddell vs. Franklin,Welterweight,Mike Pyle,def.,Jesse Lennox,Submission (triangle choke),3.0,4:44,-,284
2010-06-12,UFC 115: Liddell vs. Franklin,Light Heavyweight,Rich Franklin,def.,Chuck Liddell,KO (punch),1.0,4:55,-,295
2010-06-12,UFC 115: Liddell vs. Franklin,Welterweight,Claude Patrick,def.,Ricardo Funch,Submission (guillotine choke),2.0,1:48,-,108
